"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.6011439744366 49.2267279465648,16.6012749055962 49.2267838979772,16.601323476171 49.226809229086,16.6013613590317 49.2268370589554,16.601381075805 49.2268597391858,16.6014122445597 49.22691692369,16.6021864791741 49.2267081184399,16.6025549259974 49.2266145611324,16.6028078415164 49.2265641018365,16.6030846708471 49.2265143414633,16.6032331175086 49.2264985384587,16.6034530639021 49.2264812887077,16.6037441545475 49.2264747773598,16.6041420183311 49.2265124618388,16.6042959252367 49.2265346714499,16.6044241135261 49.2265595813771,16.6044800317297 49.2265763866015,16.6045242472636 49.2265938099619,16.6045646846886 49.2266140409516,16.604603037238 49.226639370319,16.604632749018 49.2266685195969,16.6046636440125 49.2267114105998,16.6046855260365 49.2267528490677,16.6048431650502 49.2270953334826,16.604887827857 49.2272062229289,16.6048927075043 49.2272736822973,16.6048884895782 49.2273343466374,16.6048618924119 49.2274326808871,16.6048096782135 49.227546476398,16.6046590167264 49.227818188003,16.6045804244547 49.2279470289957,16.6045485425798 49.2280062763649,16.604527971705 49.2280756413184,16.6044374627339 49.2284948863992,16.6044261712002 49.2285574013629,16.6043258076661 49.2290388109652,16.604313532898 49.2291189844378,16.6043079667738 49.229186970177,16.6043081095272 49.2292839424619,16.6043649082349 49.2298189062082,16.6043716069941 49.229879529832,16.6043836673641 49.2300615550452,16.6043888164614 49.2301658465733,16.6043839132064 49.2302055684854,16.6043794710277 49.2302466798053,16.6043705126752 49.2302883757098,16.6043643680159 49.2303046736453,16.6043507436413 49.230330300762,16.6043287689004 49.2303638386372,16.6042724418482 49.2304163796644,16.6041976409903 49.2304645367239,16.6041318886631 49.2304947020772,16.6039596454737 49.2305633625351,16.6038297498297 49.2306139479303,16.6037181589786 49.2306582321683,16.603660895728 49.2306913503737,16.6036206382698 49.2307226884567,16.6035767626342 49.2307759304203,16.6035522017493 49.2308351536454,16.6035349961768 49.2309836292618,16.6035270539577 49.2311454241078,16.6035211507298 49.2312848413866,16.6035141249592 49.2313967728328,16.6035162169546 49.2314685573236,16.6035255229687 49.2315702490776,16.6035391227624 49.2316827371918,16.6035886260051 49.2320987858429,16.6035984022897 49.2321867625013,16.6035919841199 49.232274948669,16.6035627946842 49.2323780740121,16.603528075759 49.2324653407147,16.603451588769 49.2326164909249,16.6033147893665 49.2328869229339,16.6032313621323 49.2330566663377,16.6031758486666 49.2331878656851,16.6031630671055 49.2332535313026,16.6031565507188 49.2333540117203,16.6031586999866 49.2334045445623,16.6031634536463 49.2334610506991,16.6031854002432 49.2335681604634,16.6032184735651 49.2336605915336,16.6032808991078 49.2338303562304,16.6034644809707 49.234346814104,16.6034734799154 49.2343828084177,16.6034899888332 49.234487723835,16.6034968705624 49.2347675565311))","370","0","0"
"LINESTRING ((16.6131860482682 49.2235865190808,16.6094316196841 49.223811353528,16.6088510022171 49.2238511046825,16.6085274298079 49.2238796586082,16.6081009402844 49.2239251641855,16.6078073139916 49.223961697871,16.607715473464 49.2239731211085,16.6071068502327 49.2240670495734,16.6067065204308 49.224138100673,16.6062498693423 49.2242307585076,16.6056441614835 49.2243697130362,16.6054206302558 49.2244355008894,16.6050371452382 49.2245859788443,16.6044250845008 49.2248678766537,16.6043189930791 49.2249115552167,16.6042898852328 49.2249214867051,16.6042639916821 49.2249286791514,16.6042297433324 49.2249374595287,16.6041917188053 49.2249446879796,16.6040217972904 49.224971814306,16.6035553233291 49.225036649544,16.6028121819361 49.2251489659044,16.6024268817505 49.2252105216953,16.6023506872152 49.2252300323604,16.6022811657187 49.2252527022181,16.6022240744064 49.2252809653337,16.6021873831481 49.2253039445588,16.6021446777142 49.2253401736455,16.6019905725562 49.2255373788282,16.6018351992844 49.2257585537616,16.6012330932888 49.2266156821997,16.6011439744366 49.2267279465648))","371","40","0"
"LINESTRING ((16.6209177642963 49.2221501684121,16.6204964848933 49.22219736163,16.6199069902766 49.2222551710179,16.6196948772694 49.2222853956952,16.6194596221585 49.2223303545509,16.6183742602623 49.2225899727444,16.616706190424 49.2229950475706,16.6162420937313 49.2231071148172,16.6156995221126 49.2232328034773,16.6154286379219 49.2232860878031,16.6148502827463 49.223392598523,16.614387708249 49.2234652405447,16.6141761103847 49.2234939545046,16.6139837688805 49.2235164330441,16.6133856885692 49.2235750503959,16.6131860482682 49.2235865190808))","372","40","0"
"LINESTRING ((16.5918160546693 49.2229185025431,16.592738243892 49.2231991191871,16.5926146107288 49.2234498524426,16.5925010293821 49.2236322844148,16.5923635281947 49.223877511031,16.5914447770565 49.223620291727,16.5913928162331 49.2236923125051,16.5913561362197 49.2237312269253,16.5912162032056 49.2238567030702,16.5904687334966 49.224464950816,16.5893760425091 49.225338319582,16.5887795574068 49.2258175273608,16.5886059749275 49.2259559895469,16.5883988917521 49.2261591888555,16.5881527396659 49.2264265490236))","373","0","0"
"LINESTRING ((16.5918160546693 49.2229185025431,16.592738243892 49.2231991191871,16.5926146107288 49.2234498524426,16.5944710270926 49.2239802587532,16.5946740234092 49.2240329185455))","374","30","20"
"LINESTRING ((16.5946740234092 49.2240329185455,16.5945737366798 49.2242026369785,16.5940585373278 49.2250826335453,16.5935602808006 49.2259218615111))","375","50","27"
"LINESTRING ((16.5965472115523 49.2257210729543,16.596195707279 49.2262601076556,16.5960912835906 49.2264373127026,16.5960443955381 49.2265246194073,16.5960121652766 49.2265825740716,16.5959164409778 49.2267982044472,16.5957260080561 49.227201587808,16.5955487197262 49.2275129196722,16.595255268764 49.2280348140434,16.5949502164744 49.2284865093479,16.5947144585258 49.2287964072724))","376","20","0"
"LINESTRING ((16.5935602808006 49.2259218615111,16.5936729999415 49.2259475859935,16.5936923491576 49.2259516721082,16.5937108907074 49.2259547964141,16.5937262414795 49.2259563376054,16.5937452265585 49.225956779832,16.595008336246 49.2259065361696,16.5953443990255 49.2258936480221,16.5954467094652 49.2258854369887,16.5955161933573 49.2258736314598,16.5956174135246 49.2258444487848,16.5958017231243 49.2257762949964,16.5958411433872 49.22576172405,16.595949574212 49.2257240073902,16.5960380270602 49.2257018786362,16.5961022574138 49.2256884339051,16.5961524411766 49.22568059593,16.5962006869869 49.2256769621459,16.5962339906919 49.2256751631489,16.5963074849359 49.2256758524402,16.5963788386669 49.2256794652219,16.5965472115523 49.2257210729543))","377","15","0"
"LINESTRING ((16.5924831910439 49.2276805264993,16.5922824306753 49.2279574462751,16.5918163597339 49.2286610155188,16.5912800429742 49.229474382501,16.5902213039175 49.2310310034227,16.5899577565644 49.2314217762016,16.5898771051283 49.2315327355815))","378","35","0"
"LINESTRING ((16.5924831910439 49.2276805264993,16.5926785780676 49.2277558949903,16.5928840016421 49.2278524171057,16.593261730089 49.2280478141654,16.5943807096841 49.2286231298858,16.5947144585258 49.2287964072724))","379","15","0"
"LINESTRING ((16.5935602808006 49.2259218615111,16.5933029411575 49.2263948467504,16.5931146204105 49.2267176945298,16.5928979189248 49.2270852016302,16.5924831910439 49.2276805264993))","380","40","0"
"LINESTRING ((16.5881527396659 49.2264265490236,16.5875718538054 49.2272878432932,16.587301797079 49.2276962386271,16.5870963685751 49.2280103576403,16.586788268832 49.228469146912,16.5867154119555 49.2285697129629,16.586658880635 49.2286542521234,16.5862911733351 49.2292077634025,16.5860211647193 49.2296182409193))","381","0","0"
"LINESTRING ((16.5869296415793 49.2332065673052,16.5868459233145 49.2332967749204,16.5868562997107 49.233345903315,16.5868176776072 49.2333942308596,16.5867951506851 49.2334224266335,16.5867076513703 49.2335338029084,16.5866434369415 49.233632178862,16.5866099982598 49.2336839858737,16.5865716745828 49.233668511612,16.5865593414735 49.233738007773,16.5865562227852 49.2337727008606,16.586554757832 49.2338224359266,16.5865553388754 49.2338681554414,16.5865614955402 49.2339052255573,16.5865702446455 49.2339458264285,16.5865811974007 49.2339764531051,16.5865955131089 49.2340047044446,16.586599940443 49.234013421722,16.586619818255 49.2340460387399,16.5866309512844 49.2340613918164,16.5866492282528 49.2340844881788,16.5866767380908 49.2341143906849,16.5866970100436 49.2341321110826,16.5867322310786 49.2341638272901,16.5867782508015 49.2341995663086,16.586812581755 49.2342249781147,16.5868483749073 49.2342482324031,16.5868842354251 49.2342694110647,16.5869233477376 49.2342884687884,16.586967728631 49.2343090763571,16.5870088377949 49.2343269190124,16.5870369835106 49.2343379620869,16.5870673102807 49.234348345904,16.5871319559771 49.2343700300482,16.5871919499141 49.2343889417595,16.5872515983043 49.2344049344477,16.587426311465 49.234452611924,16.5874862889058 49.2344674519613,16.587527317228 49.2344766052905,16.5875404626316 49.2344464228887,16.5876420913632 49.2344633146721,16.5876684720126 49.2344691669921,16.5877002315337 49.2344775719281,16.5877226423073 49.2344831243732,16.5877319433269 49.2344854307559,16.587840478218 49.2345148426269,16.5878669252161 49.2345737043822))","382","0","0"
"LINESTRING ((16.5869296415793 49.2332065673052,16.5873808831294 49.2333928910604,16.5875094995942 49.2334459981098,16.5881459014452 49.2336901623964,16.5882831863265 49.2337414776866,16.5889523915691 49.2339916193704,16.5896588865694 49.2343131098318,16.5900587801427 49.2345676146009,16.5902042711664 49.2346474952686,16.5904272228574 49.2349507785213,16.5904798327362 49.2350223408955,16.5906444535985 49.2353689627582,16.5906820786619 49.2355752518914))","383","0","0"
"LINESTRING ((16.5971657993716 49.2290928907513,16.596943647366 49.2292670860399,16.5968347877195 49.2293407731009,16.5965945481992 49.2295408206195,16.5963406554717 49.2297398996427,16.5961653639882 49.2298812362791,16.5957649548313 49.2302146461764,16.5953737569681 49.2305758435512,16.5951109841329 49.2308285613945,16.5949766400194 49.2309728005971,16.5945780382736 49.2313786964994,16.5944060384209 49.2315835803634,16.594064991526 49.2319754668188,16.5937025498244 49.2323296546958,16.5933537549559 49.232684809757,16.5932858385667 49.2327613984485,16.5931891391272 49.2328449906079,16.5930352168205 49.2330240200537,16.5928314641481 49.2332537854301,16.5926624082283 49.2334407861851,16.5918635414383 49.2343280655513,16.5917657989203 49.2344354620388,16.5914035490127 49.2348074775227,16.591138243844 49.2350799088295,16.5909171680054 49.2353069052882,16.5906820787982 49.2355752519426))","75","0","0"
"LINESTRING ((16.5898771051283 49.2315327355815,16.5887327494823 49.2332764780822,16.5881827099244 49.2340961898987,16.5879608634513 49.2344341020315,16.5879171945384 49.2344989862137,16.5878669252161 49.2345737043822))","384","35","0"
"LINESTRING ((16.5872338731007 49.235509622755,16.5869260677794 49.2359684449957,16.5867281138708 49.236261387621,16.586439596924 49.2366900015204,16.5863514947845 49.2368225009078,16.5856268215392 49.2379155473318,16.5855037966475 49.2380987529998,16.5852720256459 49.2384489919101))","385","30","0"
"LINESTRING ((16.5872338731007 49.235509622755,16.5877379876811 49.2347643610132,16.5878669252161 49.2345737043822))","386","35","0"
"LINESTRING ((16.5872338731007 49.235509622755,16.5870717298925 49.2354667630937,16.587039755736 49.2354594010759,16.5869745896204 49.2354517000916,16.5868921475745 49.2354507325447,16.5864567032379 49.2354827771648,16.5861544128383 49.2355231873457,16.5859636423109 49.235554960997,16.5859135768229 49.2355611756127,16.5857662146465 49.2355868949074,16.5855890322231 49.2356225270963,16.5853952824095 49.2356714551596,16.5851631586093 49.2357377388458,16.5849800916444 49.2357922186961,16.5844736674318 49.2359400608088,16.5839905239856 49.2360815942183,16.5816373502781 49.2367883394252,16.5813463776874 49.2368937631011,16.5811001333155 49.2369968456375,16.5804726686662 49.2372839643892,16.5802540679445 49.2373794210901,16.5794594744421 49.2377380599375,16.5778167544471 49.2384805551082,16.5774917914592 49.2386325806186,16.5773114656256 49.2387337373424,16.5772035921537 49.2387969868384,16.5768034148514 49.2390502195874,16.5764879972932 49.2392562885108,16.5762004580698 49.2394558354852,16.575784120149 49.2397331533481,16.575637822557 49.2398348269697,16.5754217972289 49.239966278522,16.575217360326 49.2400786536918,16.5751516251846 49.2401093485906,16.5750404265469 49.2401534553468,16.5746289523529 49.2402788824224,16.574422246079 49.2403224408841,16.5739493144589 49.2404244113238,16.5737757778348 49.2404762061927,16.5736686764003 49.2405214171255,16.5732038140329 49.2407754682606,16.5730466463524 49.2408884871564))","387","20","0"
"LINESTRING ((16.5730466463524 49.2408884871564,16.573071551899 49.2409059967859,16.5730860813263 49.2409205978204,16.5730945824917 49.2409325631984,16.5730997565875 49.2409426819595,16.5731044106056 49.2409560200763,16.573105981417 49.2409650414392,16.5731066485272 49.2409765131642,16.5731048779389 49.2409902719184,16.5730974493695 49.2410094084023,16.5730883662063 49.2410226110814,16.573077768345 49.2410339512701,16.5730632600068 49.2410443802633,16.5730439192425 49.2410555420864,16.5732695199779 49.2412531216537,16.5734370823729 49.2414073177233,16.5734915784765 49.2414710722421,16.5735239109784 49.2415018636911,16.5735507859002 49.2415214127125,16.5736165100358 49.2415624474335,16.5737287415723 49.2416246076549,16.5740277898561 49.2417865216492,16.5747036501369 49.2421446385582,16.5748077753071 49.2422082113087,16.5750263798152 49.2423495699668,16.5751523175716 49.242444904137,16.5752742030817 49.2425355179084,16.5754607651387 49.2426660050739,16.5757090403445 49.2428542452971,16.5758567584681 49.2429723829556,16.5759997010404 49.2431026635348,16.5763067008875 49.2433317090788,16.5763610847043 49.2433728405325,16.5764615100336 49.2434487576935,16.5765476938926 49.2435139118669,16.5772495153063 49.2440932043335,16.5776837122583 49.24445053645,16.5777551195433 49.2445206728036,16.577805594119 49.2445765679719,16.5778613774829 49.2446479459408,16.5780214571062 49.2448888617694,16.578183571513 49.2451477681813,16.578571274119 49.2457169437844,16.5786717511099 49.2458526152446,16.5787578721311 49.2459748747021,16.5790665492864 49.2463757092005,16.579296858808 49.2466658697055,16.5794141536887 49.2467917900643,16.5794842345796 49.2468691302277,16.5796095974661 49.2469405376892))","388","10","0"
"LINESTRING ((16.5852720256459 49.2384489919101,16.5850431531139 49.2387967227784,16.584872008068 49.239045255437,16.5844833693555 49.2396261351369,16.5837797978457 49.2406730050991,16.5830785522316 49.2417248318338,16.5827207583331 49.242261858243,16.5819784313154 49.243376251673))","389","20","0"
"LINESTRING ((16.5852720256459 49.2384489919101,16.5853710678208 49.2384732090514,16.5858447869456 49.238604797854,16.5865274477189 49.238794361276,16.586722000371 49.2388574670137,16.5867950911385 49.2388882528303,16.5868424965521 49.2389131451558,16.5869034857425 49.2389552829473,16.5869606624188 49.2390070998048,16.5870110653284 49.23906395341,16.5870435835072 49.2391161908737,16.5870666571544 49.2391879287543,16.5870800321528 49.2392948876466,16.5870810511375 49.2398102642311,16.5870587154036 49.2401187479235,16.587043507366 49.2401864119478,16.5869642883844 49.2403411605279,16.5863055071487 49.2413856136681,16.5859877918864 49.2418518643992,16.585792283489 49.2421565586384,16.5857163564546 49.2422721938647,16.5856441750069 49.2423877331324,16.5856096040789 49.2424388267381,16.5853472412405 49.2428351968011,16.5849147428184 49.2435281114162,16.5845302711401 49.2440978016937,16.5837299322472 49.2453423179332,16.5835938282249 49.2455534488393,16.5835771860693 49.2455980361168,16.5832068846739 49.246168730065,16.5828761211641 49.2466566627715,16.5826175600063 49.2470740130009))","390","20","0"
